Image Path,Class,Class ID,Class Label,Score vgg19,Score convnext_base,Score vit_l_32
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n01592084/ILSVRC2012_val_00017017.JPEG,n01592084,19,chickadee,0.9999998807907104,0.7118670344352722,0.8919848203659058
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02100735/ILSVRC2012_val_00012739.JPEG,n02100735,212,English_setter,0.9979008436203003,0.7495067119598389,0.8180017471313477
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02012849/ILSVRC2012_val_00006144.JPEG,n02012849,134,crane,0.856704592704773,0.7674378156661987,0.8984956741333008
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02012849/ILSVRC2012_val_00006711.JPEG,n02012849,134,crane,0.9999129772186279,0.8107000589370728,0.8691385388374329
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02536864/ILSVRC2012_val_00005190.JPEG,n02536864,391,coho,0.9973031282424927,0.740416944026947,0.891105055809021
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02536864/ILSVRC2012_val_00006292.JPEG,n02536864,391,coho,0.9904588460922241,0.7489872574806213,0.8712964653968811
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n01985128/ILSVRC2012_val_00001956.JPEG,n01985128,124,crayfish,0.8905990123748779,0.8225274682044983,0.8299980759620667
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n01985128/ILSVRC2012_val_00027920.JPEG,n01985128,124,crayfish,0.985785186290741,0.8047932386398315,0.9058964252471924
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02692877/ILSVRC2012_val_00031986.JPEG,n02692877,405,airship,0.9777602553367615,0.8750213980674744,0.895366370677948
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02692877/ILSVRC2012_val_00039339.JPEG,n02692877,405,airship,0.9998704195022583,0.7318207621574402,0.8802119493484497
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02692877/ILSVRC2012_val_00018959.JPEG,n02692877,405,airship,0.9951751232147217,0.7927876114845276,0.8859970569610596
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02096585/ILSVRC2012_val_00039926.JPEG,n02096585,195,Boston_bull,0.9887763857841492,0.8354554176330566,0.8128156661987305
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03947888/ILSVRC2012_val_00003230.JPEG,n03947888,724,pirate,0.9202980399131775,0.7356916666030884,0.7095770239830017
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n01877812/ILSVRC2012_val_00040619.JPEG,n01877812,104,wallaby,0.9853826761245728,0.7236906886100769,0.9003111124038696
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n01877812/ILSVRC2012_val_00022626.JPEG,n01877812,104,wallaby,0.9847063422203064,0.8501105904579163,0.9210261106491089
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04146614/ILSVRC2012_val_00031163.JPEG,n04146614,779,school_bus,0.9999997615814209,0.777250349521637,0.916852593421936
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04146614/ILSVRC2012_val_00016837.JPEG,n04146614,779,school_bus,0.9999332427978516,0.7079694867134094,0.8923404812812805
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n01518878/ILSVRC2012_val_00008294.JPEG,n01518878,9,ostrich,0.9999948740005493,0.7884947061538696,0.8721119165420532
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n01518878/ILSVRC2012_val_00048600.JPEG,n01518878,9,ostrich,0.9998757839202881,0.799554705619812,0.9599692821502686
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02814533/ILSVRC2012_val_00015651.JPEG,n02814533,436,beach_wagon,0.98134845495224,0.7378714084625244,0.8842917084693909
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04049303/ILSVRC2012_val_00046223.JPEG,n04049303,756,rain_barrel,0.9826436638832092,0.731781542301178,0.7838971018791199
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02328150/ILSVRC2012_val_00015997.JPEG,n02328150,332,Angora,0.9998292922973633,0.7716081142425537,0.8867668509483337
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02328150/ILSVRC2012_val_00003933.JPEG,n02328150,332,Angora,0.999772846698761,0.7336634993553162,0.9006842970848083
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02869837/ILSVRC2012_val_00016726.JPEG,n02869837,452,bonnet,0.9893563389778137,0.860978364944458,0.8420210480690002
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02869837/ILSVRC2012_val_00015695.JPEG,n02869837,452,bonnet,0.9987660646438599,0.825910747051239,0.9379023313522339
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04204238/ILSVRC2012_val_00006622.JPEG,n04204238,790,shopping_basket,0.7310681343078613,0.703700602054596,0.7709161639213562
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03788195/ILSVRC2012_val_00005980.JPEG,n03788195,668,mosque,0.9884705543518066,0.846617579460144,0.8558001518249512
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03680355/ILSVRC2012_val_00007565.JPEG,n03680355,630,Loafer,0.8531697988510132,0.711426317691803,0.8864713907241821
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03680355/ILSVRC2012_val_00043783.JPEG,n03680355,630,Loafer,0.8657488226890564,0.742107093334198,0.905724287033081
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03208938/ILSVRC2012_val_00018408.JPEG,n03208938,535,disk_brake,0.9994010925292969,0.7410774827003479,0.906825840473175
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03208938/ILSVRC2012_val_00014377.JPEG,n03208938,535,disk_brake,0.9999946355819702,0.8864442110061646,0.8653874397277832
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03208938/ILSVRC2012_val_00015384.JPEG,n03208938,535,disk_brake,0.9780786633491516,0.760689914226532,0.949010968208313
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04019541/ILSVRC2012_val_00002750.JPEG,n04019541,746,puck,0.9999972581863403,0.8060115575790405,0.8809698224067688
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04019541/ILSVRC2012_val_00004469.JPEG,n04019541,746,puck,0.9999586343765259,0.826913058757782,0.9193052649497986
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04019541/ILSVRC2012_val_00035285.JPEG,n04019541,746,puck,0.9999921321868896,0.8282411694526672,0.860145092010498
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02992529/ILSVRC2012_val_00020233.JPEG,n02992529,487,cellular_telephone,0.9739691019058228,0.8434951305389404,0.9473196268081665
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n07716906/ILSVRC2012_val_00011140.JPEG,n07716906,940,spaghetti_squash,0.9920356869697571,0.8542026281356812,0.9093246459960938
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n07716906/ILSVRC2012_val_00000886.JPEG,n07716906,940,spaghetti_squash,0.9361958503723145,0.7896547913551331,0.7876352071762085
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04346328/ILSVRC2012_val_00016767.JPEG,n04346328,832,stupa,0.999950647354126,0.7446592450141907,0.9103626012802124
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04346328/ILSVRC2012_val_00011607.JPEG,n04346328,832,stupa,0.9999804496765137,0.8072023391723633,0.8105244636535645
